Spatial,Linguistic,Logic,Kinesthetic,Music,Interpersonal,Intrapersonal,Naturalistic,Career Recommendation
5,2,5,5,5,5,4,4,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,0,5,5,5,5,3,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,2,5,5,5,1,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,1,5,5,5,2,5,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,3,5,5,5,1,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,2,5,5,5,4,5,4,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,0,5,5,5,3,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,3,5,5,5,3,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,1,5,5,5,2,3,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,5,1,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,5,4,4,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,0,5,5,5,3,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,2,5,5,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,1,5,5,2,5,5,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,3,5,5,1,5,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,2,5,5,4,5,5,4,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,0,5,5,3,5,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,2,5,5,3,5,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,1,5,5,2,5,3,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,1,5,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,4,5,4,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,0,5,5,3,5,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,4,5,5,1,3,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,1,5,5,2,3,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,1,1,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,4,4,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,0,5,5,3,1,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,3,5,5,5,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,1,5,2,5,5,5,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,3,5,1,5,5,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,2,5,4,5,5,5,4,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,0,5,3,5,5,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,1,5,3,5,5,3,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,1,5,2,5,5,3,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,3,5,1,5,5,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,2,5,4,5,5,4,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,0,5,3,5,5,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,3,5,4,5,1,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,1,5,2,5,3,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,1,5,1,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,4,5,4,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,0,5,3,5,1,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,1,3,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,1,5,2,3,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,1,1,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,4,4,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,0,5,3,1,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,1,5,5,5,5,3,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,1,2,5,5,5,5,3,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,3,1,5,5,5,5,1,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,2,4,5,5,5,5,4,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,0,3,5,5,5,5,1,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,2,1,5,5,5,1,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,1,2,5,5,5,3,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,3,1,5,5,5,1,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,2,4,5,5,5,4,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,0,3,5,5,5,1,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,4,4,5,5,3,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,1,2,5,5,3,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,1,5,5,1,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,4,5,5,4,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,0,3,5,5,1,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,3,5,4,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,1,2,5,3,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,1,5,1,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,4,5,4,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,0,3,5,1,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,1,3,3,5,5,5,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,1,2,3,5,5,5,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,1,1,5,5,5,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,4,4,5,5,5,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,0,3,1,5,5,5,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,5,5,5,5,4,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
1,5,5,5,5,5,2,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
3,5,5,5,5,5,1,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
2,5,5,5,5,5,4,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
0,5,5,5,5,5,3,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
4,5,5,5,5,2,5,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
1,5,5,5,5,2,5,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
3,5,5,5,5,1,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
2,5,5,5,5,4,5,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
0,5,5,5,5,3,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
2,5,5,5,5,2,3,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
1,5,5,5,5,2,3,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,5,1,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,5,4,4,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
0,5,5,5,5,3,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
4,5,5,5,2,5,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
1,5,5,5,2,5,5,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,5,5,5,1,5,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
2,5,5,5,4,5,5,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
0,5,5,5,3,5,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,5,5,5,2,5,2,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
1,5,5,5,2,5,3,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,1,5,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,4,5,4,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
0,5,5,5,3,5,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,1,3,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,5,5,2,3,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,1,1,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,4,4,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,5,5,5,3,1,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,1,5,5,5,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
1,5,5,2,5,5,5,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,5,5,1,5,5,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
2,5,5,4,5,5,5,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
0,5,5,3,5,5,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
4,5,5,1,5,5,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
1,5,5,2,5,5,3,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
3,5,5,1,5,5,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,5,5,4,5,5,4,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
0,5,5,3,5,5,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
4,5,5,1,5,2,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,5,2,5,3,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,1,5,1,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,5,4,5,4,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
0,5,5,3,5,1,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,5,5,4,3,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,5,2,3,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
